Plnt,Purch.doc.,Created on,vendor,POrg,Material,Commodity, Order quantity,GR qty,GR value,  Net price,Curr.,    Per,Mat. doc.,Pstg date,c
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X3,commodity6,61600,43120,289593.92,6716,USD,1000,ss03ssss10ss9ss,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X3,commodity6,424800,403560,2710712.52,6717,USD,1000,ss03ssss10ss9ss,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X3,commodity4,424800,348336,2340121.25,6718,USD,1000,ss03ssss17402,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X3,commodity5,424800,331344,2226300.34,6719,USD,1000,ss03ssss26207,Apr-23,
p20,2000062,2023-04-18,ZHK0000001,sN01,ZHK0000001sN0102511X3,commodity5,10,8.7,58.46,6720,USD,1000,ss03ssss12ss88,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X3,commodity3,424800,382320,2569572.72,6721,USD,1000,ss03ssss32726,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X3,commodity7,424800,314352,2113074.14,6722,USD,1000,ss03ssss47274,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X3,commodity8,424800,399312,2684574.58,6723,USD,1000,ss03ssssss442ss,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X3,commodity4,424800,335592,2256520.61,6724,USD,1000,ss03ssssss742ss,Apr-23,
p20,po509232,2023-01-26,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity2,53600,52528,353334.84,6726.6,USD,1000,ss03ss399319,Apr-23,
p20,po509232,2023-01-26,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity4,53600,39128,263237.53,6727.6,USD,1000,ss03ss417913,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity7,38800,31816,214077.14,6728.6,USD,1000,ss03ss42ss809,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity3,38800,29876,201053.53,6729.6,USD,1000,ss03ss429271,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity4,38800,27160,182803.1,6730.6,USD,1000,ss03ss432779,Apr-23,
p20,po509232,2023-01-26,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity5,53600,44488,299475.42,6731.6,USD,1000,ss03ss432780,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity3,78800,66980,450949.55,6732.6,USD,1000,ss03ss44ss760,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity7,78800,78800,530607.68,6733.6,USD,1000,ss03ss4ss292ss,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity5,78800,66192,445776.64,6734.6,USD,1000,ss03ss461784,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity5,78800,77224,520149.97,6735.6,USD,1000,ss03ss48439ss,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity3,78800,55160,371590.86,6736.6,USD,1000,ss03ss488623,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity10,78800,70920,477830.59,6737.6,USD,1000,ss03ss49ss96ss,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity10,80000,72000,485179.2,6738.6,USD,1000,ss03ssss02767,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity6,78800,78800,531080.48,6739.6,USD,1000,ss03ssss02767,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity1,80000,64000,431398.4,6740.6,USD,1000,ss03ssss12678,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity7,80000,57600,388316.16,6741.6,USD,1000,ss03ssss17404,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity4,80000,67200,453102.72,6742.6,USD,1000,ss03ssss2ss730,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity4,80000,65600,442380.16,6743.6,USD,1000,ss03ssss3272ss,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity5,80000,64000,431654.4,6744.6,USD,1000,ss03ssss47273,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity4,80000,64800,437114.88,6745.6,USD,1000,ss03ssssss4422,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity7,80000,67200,453371.52,6746.6,USD,1000,ss03ssssss7709,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X4,commodity10,58800,50568,341212.64,6747.6,USD,1000,ss03ssssss7709,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity1,412000,296640,1921473.73,6477.46,USD,1000,ss03ss397938,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity3,412000,333720,2161991.67,6478.46,USD,1000,ss03ss414266,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity1,412000,346080,2242411.52,6479.46,USD,1000,ss03ss416178,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity9,412000,391400,2536452.04,6480.46,USD,1000,ss03ss4244ss1,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity1,412000,346080,2243103.68,6481.46,USD,1000,ss03ss42ssss17,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity3,400800,388776,2520224.87,6482.46,USD,1000,ss03ss42ssss17,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity8,400800,384768,2494627.94,6483.46,USD,1000,ss03ss428ssss9,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity8,50400,41328,267445.89,6471.3,USD,1000,ss03ss431988,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity10,328400,298844,1934208.02,6472.3,USD,1000,ss03ss431988,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity6,400800,348696,2261802.66,6486.46,USD,1000,ss03ss438937,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity1,400800,324648,2106140.91,6487.46,USD,1000,ss03ss44ss684,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity2,400800,352704,2288505.8,6488.46,USD,1000,ss03ss4ss2400,Apr-23,
p20,po509232,2023-01-26,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity5,363200,326880,2116972.94,6476.3,USD,1000,ss03ss461666,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity7,400800,316632,2055087.33,6490.46,USD,1000,ss03ss4614ss7,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity10,328400,302128,1957275.82,6478.3,USD,1000,ss03ss461784,Apr-23,
p20,po509232,2023-01-26,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity7,363200,345040,2235617.67,6479.3,USD,1000,ss03ss476173,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity2,328400,325116,2106849.21,6480.3,USD,1000,ss03ss47ss8ss8,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity8,328400,236448,1532490.42,6481.3,USD,1000,ss03ss48439ss,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity3,328400,305412,1979772.21,6482.3,USD,1000,ss03ss488ss87,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity8,328400,239732,1554254.48,6483.3,USD,1000,ss03ss49ss392,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity6,328400,269288,1746144.18,6484.3,USD,1000,ss03ssss02770,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity8,187200,134784,874114.68,6485.3,USD,1000,ss03ssss02770,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity10,187200,131040,849964.75,6486.3,USD,1000,ss03ssss10ss19,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity1,187200,170352,1105124.53,6487.3,USD,1000,ss03ssss17404,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity2,187200,144144,935249.52,6488.3,USD,1000,ss03ssss2ss732,Apr-23,
p20,2000062,2023-04-18,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity6,3,2.7,17.52,6489.3,USD,1000,ss03ssss12ss88,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity5,12800,10112,65629.91,6490.3,USD,1000,ss03ssss33228,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity4,398800,370884,2407519.31,6491.3,USD,1000,ss03ssss33228,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity8,398800,354932,2304325.02,6492.3,USD,1000,ss03ssssss0614,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity4,398800,338980,2201098.83,6493.3,USD,1000,ss03ssssssss000,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X5,commodity5,398800,315052,2046042.2,6494.3,USD,1000,ss03ssssss8021,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity8,341200,337788,2198479.69,6508.46,USD,1000,ss03ss398673,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity2,356400,285120,1855977.24,6509.46,USD,1000,ss03ss4144ss9,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity5,341200,313904,2043659.44,6510.46,USD,1000,ss03ss418038,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity4,341200,245664,1599631.31,6511.46,USD,1000,ss03ss414266,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity10,341200,310492,2022066.73,6512.46,USD,1000,ss03ss4244ssss,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity2,341200,266136,1733466.19,6513.46,USD,1000,ss03ss42ss811,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity3,341200,317316,2067142.39,6514.46,USD,1000,ss03ss431768,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity9,356400,270864,1764803.56,6515.46,USD,1000,ss03ss431990,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity9,356400,292248,1904422.4,6516.46,USD,1000,ss03ss438937,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity6,341200,300256,1956906.47,6517.46,USD,1000,ss03ss438937,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity7,356400,292248,1905006.9,6518.46,USD,1000,ss03ss44ss684,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity4,356400,281556,1835593.08,6519.46,USD,1000,ss03ss4ss2397,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity3,356400,277992,1812635.72,6520.46,USD,1000,ss03ss4614ss8,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity4,356400,324324,2115065.99,6521.46,USD,1000,ss03ss467176,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity10,356400,288684,1882929.84,6522.46,USD,1000,ss03ss47ss320,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity5,190800,143100,931623.93,6510.3,USD,1000,ss03ss48439ss,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity2,190800,141192,919343.47,6511.3,USD,1000,ss03ss488623,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity10,356400,331452,2162876.77,6525.46,USD,1000,ss03ss484736,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity3,176000,146080,951462.86,6513.3,USD,1000,ss03ss49ss392,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity10,190800,150732,981913.47,6514.3,USD,1000,ss03ss49ss392,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity9,176000,153120,997622.74,6515.3,USD,1000,ss03ssss02770,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity8,176000,167200,1089525.36,6516.3,USD,1000,ss03ssss10ss19,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity6,176000,130240,848813.15,6517.3,USD,1000,ss03ssss17404,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity7,176000,158400,1032498.72,6518.3,USD,1000,ss03ssss2ss730,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity10,176000,128480,837599.66,6519.3,USD,1000,ss03ssss3272ss,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity5,176000,165440,1078718.43,6520.3,USD,1000,ss03ssss47273,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity6,252400,237256,1547217.55,6521.3,USD,1000,ss03ssss47274,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity8,252400,201920,1316982.82,6522.3,USD,1000,ss03ssssssss784,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511X6,commodity6,252400,209492,1366579.16,6523.3,USD,1000,ss03ssssss7711,Apr-23,
p20,po507554,2023-10-23,ZHK0000001,sN01,ZHK0000001sN0102511X7,commodity1,94640,90854.4,591030.59,6505.25,USD,1000,ss03ss399317,Apr-23,
p20,po507190,2023-09-22,ZHK0000001,sN01,ZHK0000001sN0102511X7,commodity9,306880,257779.2,1677175.92,6506.25,USD,1000,ss03ss418281,Apr-23,
p20,po508192,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X7,commodity5,58800,54684,355842.46,6507.25,USD,1000,ss03ss429091,Apr-23,
p20,po508193,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X7,commodity5,83440,66752,434438.7,6508.25,USD,1000,ss03ss441870,Apr-23,
p20,po508192,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X7,commodity4,58800,53508,348296.95,6509.25,USD,1000,ss03ss4ss30ssss,Apr-23,
p20,po508192,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X7,commodity6,58800,57624,375146.65,6510.25,USD,1000,ss03ss4674ss4,Apr-23,
p20,po508193,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X7,commodity3,83440,59242.4,385742.08,6511.25,USD,1000,ss03ssss0ss693,Apr-23,
p20,po508193,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X7,commodity3,83440,75096,489043.93,6512.25,USD,1000,ss03ssss1272ss,Apr-23,
p20,po508193,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X7,commodity2,83440,71758.4,467380.4,6513.25,USD,1000,ss03ssss3ss871,Apr-23,
p20,po507610,2023-10-26,ZHK0000001,sN01,ZHK0000001sN0102511X7,commodity5,70560,56448,367716.38,6514.25,USD,1000,ss03ssssss061ss,Apr-23,
p20,po508193,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X7,commodity5,83440,71758.4,467523.92,6515.25,USD,1000,ss03ssssss6133,Apr-23,
p20,po507554,2023-10-23,ZHK0000001,sN01,ZHK0000001sN0102511X8,commodity7,84560,66802.4,485225.24,7263.59,USD,1000,ss03ss399317,Apr-23,
p20,po508192,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X8,commodity6,48720,42386.4,307919.82,7264.59,USD,1000,ss03ss429091,Apr-23,
p20,po508192,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X8,commodity3,48720,47745.6,346899.95,7265.59,USD,1000,ss03ss4ss30ssss,Apr-23,
p20,po508192,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X8,commodity10,48720,46771.2,339867.13,7266.59,USD,1000,ss03ss4674ss4,Apr-23,
p20,po508193,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X8,commodity6,71680,51609.6,375077.41,7267.59,USD,1000,ss03ssss0ss693,Apr-23,
p20,po508193,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X8,commodity1,71680,65945.6,479331.53,7268.59,USD,1000,ss03ssss1272ss,Apr-23,
p20,po508193,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X8,commodity8,71680,63078.4,458554.11,7269.59,USD,1000,ss03ssss3ss871,Apr-23,
p20,po508193,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X8,commodity10,71680,51609.6,375232.24,7270.59,USD,1000,ss03ssssss0809,Apr-23,
p20,po508193,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511X8,commodity10,71680,58060.8,422194.33,7271.59,USD,1000,ss03ssssss6133,Apr-23,
p20,po507554,2023-10-23,ZHK0000001,sN01,ZHK0000001sN0102511Z1,commodity1,34720,28817.6,188042.04,6525.25,USD,1000,ss03ss399317,Apr-23,
p20,po507439,2023-10-16,ZHK0000001,sN01,ZHK0000001sN0102511Z1,commodity9,32480,23710.4,154740,6526.25,USD,1000,ss03ss42ss816,Apr-23,
p20,po507439,2023-10-16,ZHK0000001,sN01,ZHK0000001sN0102511Z1,commodity4,32480,24035.2,156883.76,6527.25,USD,1000,ss03ss463031,Apr-23,
p20,po507439,2023-10-16,ZHK0000001,sN01,ZHK0000001sN0102511Z1,commodity8,32480,28582.4,186593.05,6528.25,USD,1000,ss03ss463031,Apr-23,
p20,po508192,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511Z1,commodity2,10640,10001.6,65302.95,6529.25,USD,1000,ss03ss484734,Apr-23,
p20,po507439,2023-10-16,ZHK0000001,sN01,ZHK0000001sN0102511Z1,commodity9,32480,31180.8,203618.42,6530.25,USD,1000,ss03ssss10ss23,Apr-23,
p20,po507610,2023-10-26,ZHK0000001,sN01,ZHK0000001sN0102511Z1,commodity8,31920,26493.6,173036.33,6531.25,USD,1000,ss03ssssss061ss,Apr-23,
p20,po508193,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511Z1,commodity10,33040,27092.8,176976.94,6532.25,USD,1000,ss03ssssss9862,Apr-23,
p20,po508063,2023-11-16,ZHK0000001,sN01,ZHK0000001sN0102511Z4,commodity1,41440,29836.8,217229.51,7280.59,USD,1000,ss03ss3977ss1,Apr-23,
p20,po507554,2023-10-23,ZHK0000001,sN01,ZHK0000001sN0102511Z4,commodity4,61600,58520,426118.65,7281.59,USD,1000,ss03ss399317,Apr-23,
p20,po508192,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511Z4,commodity1,56000,42560,309947.03,7282.59,USD,1000,ss03ss429091,Apr-23,
p20,po508192,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511Z4,commodity9,56000,41440,301831.97,7283.59,USD,1000,ss03ss4ss30ssss,Apr-23,
p20,po507439,2023-10-16,ZHK0000001,sN01,ZHK0000001sN0102511Z4,commodity3,39760,36976.8,269360.83,7284.59,USD,1000,ss03ss463031,Apr-23,
p20,po508192,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511Z4,commodity10,56000,49840,363113.81,7285.59,USD,1000,ss03ss4674ss4,Apr-23,
p20,po507991,2023-11-14,ZHK0000001,sN01,ZHK0000001sN0102511Z4,commodity8,38640,28593.6,208349.84,7286.59,USD,1000,ss03ss497682,Apr-23,
p20,po508193,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511Z4,commodity6,61600,51744,377089.06,7287.59,USD,1000,ss03ssss1272ss,Apr-23,
p20,po507439,2023-10-16,ZHK0000001,sN01,ZHK0000001sN0102511Z4,commodity8,39760,29422.4,214447.81,7288.59,USD,1000,ss03ssss10ss23,Apr-23,
p20,po508193,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511Z4,commodity7,61600,43736,318817.51,7289.59,USD,1000,ss03ssssss0809,Apr-23,
p20,po507610,2023-10-26,ZHK0000001,sN01,ZHK0000001sN0102511Z4,commodity8,55440,54331.2,396106.5,7290.59,USD,1000,ss03ssssss061ss,Apr-23,
p20,po508193,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511Z4,commodity1,61600,61600,449161.94,7291.59,USD,1000,ss03ssssss9862,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity10,107360,101992,702153.72,6884.4,USD,1000,ss03ss400418,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity9,107360,82667.2,569196.74,6885.4,USD,1000,ss03ss414261,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity3,107360,75152,517526.73,6886.4,USD,1000,ss03ss418283,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity3,107360,105212.8,724642.64,6887.4,USD,1000,ss03ss42ssss19,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity5,107360,95550.4,658189.38,6888.4,USD,1000,ss03ss429094,Apr-23,
p20,po508342,2023-12-01,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity3,71720,53790,370580.83,6889.4,USD,1000,ss03ss429093,Apr-23,
p20,po508po3,2023-11-24,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity3,107360,97697.6,673175.54,6890.4,USD,1000,ss03ss432782,Apr-23,
p20,po508342,2023-12-01,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity6,71720,60962,420113.53,6891.4,USD,1000,ss03ss432781,Apr-23,
p20,po508342,2023-12-01,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity2,71720,71002.8,489379.7,6892.4,USD,1000,ss03ss441872,Apr-23,
p20,po508342,2023-12-01,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity9,71720,63830.8,440011.24,6893.4,USD,1000,ss03ss44ss76ss,Apr-23,
p20,po508342,2023-12-01,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity3,71720,53072.8,365905.11,6894.4,USD,1000,ss03ss4ss2923,Apr-23,
p20,po509232,2023-01-26,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity10,92840,75200.4,517408.83,6880.4,USD,1000,ss03ss462910,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity1,37400,32164,221333.35,6881.4,USD,1000,ss03ss468330,Apr-23,
p20,po509232,2023-01-26,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity7,92840,85412.8,587845.05,6882.4,USD,1000,ss03ss476647,Apr-23,
p20,po509232,2023-01-26,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity4,92840,77985.6,536806.08,6883.4,USD,1000,ss03ss484730,Apr-23,
p20,po509232,2023-01-26,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity6,92840,73343.6,504926.68,6884.4,USD,1000,ss03ss488624,Apr-23,
p20,po508342,2023-12-01,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity4,71720,60244.8,415713.22,6900.4,USD,1000,ss03ss496007,Apr-23,
p20,po508342,2023-12-01,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity2,71720,68851.2,475169.67,6901.4,USD,1000,ss03ssss03304,Apr-23,
p20,po509232,2023-01-26,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity7,92840,87269.6,601060.64,6887.4,USD,1000,ss03ssss03303,Apr-23,
p20,po509232,2023-01-26,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity3,92840,92840,639519.06,6888.4,USD,1000,ss03ssss13472,Apr-23,
p20,po509232,2023-01-26,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity8,92840,69630,479708.92,6889.4,USD,1000,ss03ssss17822,Apr-23,
p20,po509232,2023-01-26,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity5,92840,72415.2,498969.69,6890.4,USD,1000,ss03ssss28603,Apr-23,
p20,2000062,2023-04-18,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity1,1,0.86,5.94,6906.4,USD,1000,ss03ssss12ss88,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity5,37400,28424,195909.58,6892.4,USD,1000,ss03ssss33236,Apr-23,
p20,po509232,2023-01-26,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity3,92840,90983.2,627183.59,6893.4,USD,1000,ss03ssss33234,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity5,37400,26180,180495.39,6894.4,USD,1000,ss03ssss4762ss,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity4,37400,28424,195994.85,6895.4,USD,1000,ss03ssssss4998,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity8,84040,75636,521616.11,6896.4,USD,1000,ss03ssssssss783,Apr-23,
p20,po509754,2023-03-09,ZHK0000001,sN01,ZHK0000001sN0102511Z9,commodity4,84040,77316.8,533284.9,6897.4,USD,1000,ss03ssssss9498,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102512B0,commodity8,31680,22176,152932.57,6896.31,USD,1000,ss03ss400396,Apr-23,
p20,po509441,2023-02-23,ZHK0000001,sN01,ZHK0000001sN0102512B0,commodity8,31680,24076.8,166065.15,6897.31,USD,1000,ss03ss42ss646,Apr-23,
